fighter_name,Weight,Height
Terrance McKinney,155 lbs.,
Terrell Brown,185 lbs.,
Terrion Ware,135 lbs.,"5' 8"""
Terry Etim,155 lbs.,"6' 1"""
Terry Martin,185 lbs.,"5' 8"""
Teruto Ishihara,135 lbs.,"5' 7"""
Tetsuji Kato,155 lbs.,
Thaddeus Luster,210 lbs.,"6' 3"""
Thales Leites,185 lbs.,"6' 1"""
Thanh Le,145 lbs.,"5' 9"""
Thiago Alves,170 lbs.,"5' 9"""
Thiago Moises,155 lbs.,"5' 9"""
Thiago Perpetuo,170 lbs.,"5' 10"""
Thiago Santos,205 lbs.,"6' 2"""
Thiago Silva,205 lbs.,"6' 2"""
Thiago Tavares,145 lbs.,"5' 7"""
Thibault Gouti,155 lbs.,"5' 10"""
Thomas Almeida,135 lbs.,"5' 7"""
Thomas Campbell,,
Thomas Denny,170 lbs.,"5' 10"""
Thomas Diagne,154 lbs.,"6' 1"""
Thomas Gifford,155 lbs.,"6' 1"""
Thomas Longacre,145 lbs.,"5' 9"""
Thomas Ramirez,410 lbs.,"6' 1"""
Tiago Trator,145 lbs.,"5' 9"""
Tiequan Zhang,155 lbs.,"5' 8"""
Tiffany Masters,115 lbs.,"5' 3"""
Tiki Ghosn,170 lbs.,"5' 10"""
Tim Boetsch,185 lbs.,"6' 0"""
Tim Caron,185 lbs.,"6' 1"""
Tim Catalfo,235 lbs.,"5' 11"""
Tim Credeur,185 lbs.,"6' 3"""
Tim Elliott,135 lbs.,"5' 7"""
Tim Gorman,135 lbs.,"5' 5"""
Tim Hague,260 lbs.,"6' 4"""
Tim Johnson,265 lbs.,"6' 3"""
Tim Kennedy,185 lbs.,"5' 11"""
Tim Lajcik,225 lbs.,"6' 1"""
Tim McKenzie,185 lbs.,"6' 0"""
Tim Means,170 lbs.,"6' 2"""
Tim Roman,170 lbs.,"6' 1"""
Tim Stout,185 lbs.,"5' 11"""
Tim Sylvia,265 lbs.,"6' 8"""
Tim Williams,185 lbs.,"6' 2"""
Tina Lahdemaki,115 lbs.,"5' 2"""
Tito Jones,145 lbs.,"5' 8"""
Tito Ortiz,205 lbs.,"6' 3"""
Toby Misech,145 lbs.,"5' 8"""
Todd Brown,205 lbs.,"5' 11"""
Todd Butler,200 lbs.,"6' 1"""
Todd Duffee,260 lbs.,"6' 3"""
Todd Gouwenberg,205 lbs.,"6' 1"""
Todd Lally,145 lbs.,"5' 7"""
Todd Medina,193 lbs.,"5' 10"""
Todd Moore,170 lbs.,"5' 9"""
Tokimitsu Ishizawa,185 lbs.,"6' 0"""
Tom Aaron,155 lbs.,
Tom Blackledge,205 lbs.,
Tom Breese,185 lbs.,"6' 3"""
Tom DeBlass,185 lbs.,"6' 0"""
Tom Duquesnoy,135 lbs.,"5' 7"""
Tom Egan,170 lbs.,"5' 11"""
Tom Erikson,280 lbs.,"6' 3"""
Tom Gallicchio,170 lbs.,"5' 10"""
Tom Lawlor,205 lbs.,"6' 0"""
Tom Murphy,227 lbs.,"6' 2"""
Tom Niinimaki,145 lbs.,"5' 9"""
Tom Sauer,263 lbs.,"6' 1"""
Tom Tuggle,250 lbs.,"6' 2"""
Tom Watson,185 lbs.,"6' 1"""
Tomasz Drwal,205 lbs.,"6' 1"""
Tommy Hayden,145 lbs.,"5' 9"""
Tommy Lee,145 lbs.,"5' 7"""
Tommy Petersen,155 lbs.,
Tommy Speer,170 lbs.,"5' 10"""
Tomohiko Hashimoto,250 lbs.,"6' 0"""
Tomomi Iwama,155 lbs.,"5' 3"""
Tomoya Miyashita,139 lbs.,"5' 7"""
Tony Bonello,185 lbs.,"6' 2"""
Tony DeSouza,170 lbs.,"6' 0"""
Tony Ferguson,155 lbs.,"5' 11"""
Tony Fryklund,185 lbs.,"6' 0"""
Tony Halme,300 lbs.,"6' 3"""
Tony Johnson,265 lbs.,"6' 1"""
Tony Juarez,155 lbs.,
Tony Petarra,196 lbs.,"5' 11"""
Tony Sims,155 lbs.,"5' 11"""
Tony Sylvester,225 lbs.,"6' 1"""
Tonya Evinger,135 lbs.,"5' 7"""
Tor Troeng,185 lbs.,"6' 2"""
Torrance Taylor,155 lbs.,"5' 7"""
Townsend Saunders,170 lbs.,"5' 5"""
Tra Telligman,233 lbs.,"6' 2"""
Tracy Cortez,125 lbs.,"5' 5"""
Travis Browne,255 lbs.,"6' 6"""
Travis Calanoc,145 lbs.,"5' 8"""
Travis Fulton,240 lbs.,"6' 0"""
Travis Galbraith,170 lbs.,"6' 0"""
Travis Johnson,205 lbs.,
Travis Lutter,185 lbs.,"5' 11"""
Travis Wiuff,205 lbs.,"6' 3"""
Trenell Young,145 lbs.,"5' 6"""
Trent Jenkins,185 lbs.,"6' 2"""
Treston Thomison,145 lbs.,"5' 8"""
Trevin Giles,185 lbs.,"6' 0"""
Trevor Harris,145 lbs.,"5' 6"""
Trevor Prangley,185 lbs.,"6' 1"""
Trevor Smith,185 lbs.,"6' 3"""
Trey Houston,185 lbs.,"5' 11"""
Tristan Arenal,155 lbs.,
Troy Mandaloniz,170 lbs.,"5' 9"""
Tsuyoshi Kohsaka,225 lbs.,"5' 11"""
Tsuyoshi Kurihara,185 lbs.,"5' 10"""
Tsuyoshi Tamakairiki,220 lbs.,"6' 0"""
Tulio Palhares,180 lbs.,
Turrell Galloway,145 lbs.,"5' 3"""
Tyler Diamond,145 lbs.,"5' 7"""
Tyler Hill,170 lbs.,"6' 3"""
Tyler Stinson,170 lbs.,"6' 3"""
Tyler Toner,145 lbs.,"5' 8"""
Tyra Parker,115 lbs.,"5' 5"""
Tyron Woodley,170 lbs.,"5' 9"""
Tyrone Roberts,185 lbs.,"5' 9"""
Tyson Griffin,145 lbs.,"5' 6"""
Tyson Pedro,205 lbs.,"6' 3"""
Ulka Sasaki,125 lbs.,"5' 10"""
Ulysses Gomez,125 lbs.,"5' 6"""
Uriah Hall,185 lbs.,"6' 0"""
Urijah Faber,135 lbs.,"5' 6"""
Vagner Rocha,155 lbs.,"5' 10"""
Valentijn Overeem,230 lbs.,"6' 3"""
Valentina Shevchenko,125 lbs.,"5' 5"""
Valeri Ignatov,170 lbs.,"5' 9"""
Valerie Letourneau,115 lbs.,"5' 7"""
Valmir Lazaro,155 lbs.,"6' 0"""
Vaughan Lee,125 lbs.,"5' 6"""
Vernon Ramos,170 lbs.,"5' 6"""
Vernon White,205 lbs.,"6' 0"""
Veronica Macedo,125 lbs.,"5' 4"""
Veta Arteaga,125 lbs.,"5' 7"""
Vicente Luque,170 lbs.,"5' 11"""
Victor Jones,145 lbs.,
Victor Reyna,170 lbs.,"5' 11"""
Victor Valenzuela,155 lbs.,"5' 10"""
Victor Valimaki,205 lbs.,"6' 0"""
Vik Grujic,170 lbs.,"5' 11"""
Viktor Pesta,240 lbs.,"6' 3"""
Vinc Pichel,155 lbs.,"5' 10"""
Vince Morales,135 lbs.,"5' 7"""
Vince Murdock,145 lbs.,"5' 7"""
Vincent Eazelle,155 lbs.,"5' 11"""
Vinicius Magalhaes,145 lbs.,
Vinicius Moreira,185 lbs.,"6' 4"""
Vinicius Queiroz,220 lbs.,"6' 7"""
Vinny Magalhaes,205 lbs.,"6' 3"""
Virgil Zwicker,205 lbs.,"6' 2"""
Virna Jandiroba,115 lbs.,"5' 3"""
Viscardi Andrade,170 lbs.,"5' 11"""
Vitaly Minakov,249 lbs.,"6' 2"""
Vitor Belfort,185 lbs.,"6' 0"""
Vitor Miranda,185 lbs.,"6' 1"""
Vitor Ribeiro,154 lbs.,"5' 8"""
Vitor Vianna,205 lbs.,
Viviane Araujo,135 lbs.,"5' 4"""
Viviane Pereira,115 lbs.,"5' 1"""
Vladimir Matyushenko,205 lbs.,"6' 0"""
Volkan Oezdemir,205 lbs.,"6' 2"""
Waachiim Spiritwolf,170 lbs.,"5' 8"""
Wade Shipp,245 lbs.,"6' 3"""
Wagner Campos,145 lbs.,"5' 6"""
Wagner Prado,205 lbs.,"6' 0"""
Wagner Silva,170 lbs.,"6' 0"""
Wagner da Conceicao Martins,390 lbs.,"6' 7"""
Wagnney Fabiano,145 lbs.,"5' 6"""
Walel Watson,135 lbs.,"5' 11"""
Wallid Ismail,205 lbs.,"5' 7"""
Walt Harris,250 lbs.,"6' 5"""
Walter Smith-Cotito,135 lbs.,"5' 8"""
Wanderlei Silva,205 lbs.,"5' 11"""
Wang Guan,145 lbs.,"5' 9"""
Warlley Alves,170 lbs.,"5' 11"""
Wataru Sakata,195 lbs.,"5' 9"""
Waylon Kennell,185 lbs.,"6' 0"""
Waylon Lowe,145 lbs.,"5' 7"""
Wayne Cole,205 lbs.,"6' 1"""
Wayne Phillips,185 lbs.,
Weili Zhang,115 lbs.,"5' 4"""
Wellington Turman,185 lbs.,"6' 0"""
Wendell Oliveira,170 lbs.,"5' 10"""
Wes Albritton,188 lbs.,"5' 10"""
Wes Combs,205 lbs.,"6' 2"""
Wes Shivers,,"6' 8"""
Wes Sims,260 lbs.,"6' 10"""
Wesley Correira,260 lbs.,"6' 3"""
Wesley Little,205 lbs.,"6' 4"""
Will Brooks,155 lbs.,"5' 10"""
Will Campuzano,125 lbs.,"5' 9"""
Will Chope,145 lbs.,"6' 4"""
Will Kerr,155 lbs.,"5' 10"""
Will Ribeiro,135 lbs.,"5' 8"""
Will Santiago,185 lbs.,"5' 7"""
Willamy Freire,155 lbs.,"5' 8"""
William Patolino,170 lbs.,"5' 11"""
Willie Gates,125 lbs.,"5' 8"""
Willie Parks,185 lbs.,"5' 10"""
Willie Peeters,220 lbs.,"5' 9"""
Wilson Gouveia,185 lbs.,"6' 1"""
Wilson Reis,125 lbs.,"5' 4"""
Won Jin Eoh,160 lbs.,"5' 7"""
Won Sik Park,154 lbs.,"5' 11"""
Wu Yanan,125 lbs.,"5' 8"""
Wuliji Buren,135 lbs.,"5' 9"""
Xavier Foupa-Pokam,185 lbs.,"6' 1"""
Xavier Siller,125 lbs.,"5' 5"""
Xue Do Won,165 lbs.,"5' 7"""
Yair Rodriguez,145 lbs.,"5' 11"""
Yan Cabral,155 lbs.,"5' 11"""
Yan Pellerin,205 lbs.,"5' 11"""
Yan Xiaonan,115 lbs.,"5' 5"""
Yana Kunitskaya,135 lbs.,"5' 6"""
Yancy Medeiros,155 lbs.,"5' 10"""
Yao Zhikui,125 lbs.,"5' 5"""
Yaotzin Meza,145 lbs.,"5' 9"""
Yasuhiro Urushitani,125 lbs.,"5' 5"""
Yasuhito Namekawa,205 lbs.,"5' 9"""
Yazan Hajeh,145 lbs.,"5' 9"""
Yoel Romero,185 lbs.,"6' 0"""
Yohan Banks,,
Yoislandy Izquierdo,155 lbs.,"5' 11"""
Yoji Anjo,205 lbs.,"5' 11"""
Yoko Takahashi,150 lbs.,"5' 8"""
Yokthai Sithoar,143 lbs.,"5' 7"""
Yorgan De Castro,250 lbs.,"6' 0"""
Yosdenis Cedeno,155 lbs.,"5' 8"""
Yoshiaki Yatsu,165 lbs.,"6' 1"""
Yoshihiro Akiyama,170 lbs.,"5' 10"""
Yoshihiro Nakao,220 lbs.,"6' 0"""
Yoshihiro Takayama,280 lbs.,"6' 5"""
Yoshihisa Yamamoto,220 lbs.,"6' 2"""
Yoshiki Takahashi,199 lbs.,"5' 11"""
Yoshiro Maeda,139 lbs.,"5' 7"""
Yoshiyuki Yoshida,170 lbs.,"5' 11"""
Yosuke Nishijima,205 lbs.,"5' 9"""
Young Sam Jung,139 lbs.,"5' 8"""
Yuhi Sano,243 lbs.,"5' 11"""
Yui Chul Nam,145 lbs.,"5' 9"""
Yuji Hisamatsu,185 lbs.,"5' 10"""
Yuji Nagata,225 lbs.,"6' 0"""
Yuki Ishikawa,205 lbs.,"5' 11"""
Yuki Kondo,183 lbs.,"5' 11"""
Yuki Sasaki,185 lbs.,"6' 2"""
Yukio Sakaguchi,185 lbs.,"5' 9"""
Yukiya Naito,205 lbs.,"6' 1"""
Yuri Vaulin,197 lbs.,"6' 4"""
Yuri Villefort,170 lbs.,"6' 0"""
Yurij Kiseliov,185 lbs.,"5' 8"""
Yusaku Nakamura,145 lbs.,"5' 5"""
Yushin Okami,170 lbs.,"6' 2"""
Yusuke Imamura,220 lbs.,"5' 8"""
Yusuke Kasuya,155 lbs.,"5' 7"""
Yusuke Kawaguchi,255 lbs.,"6' 0"""
Yusup Saadulaev,135 lbs.,"5' 6"""
Yuya Shirai,168 lbs.,"5' 8"""
Yves Edwards,155 lbs.,"5' 9"""
Yves Jabouin,135 lbs.,"5' 7"""
Zabit Magomedsharipov,145 lbs.,"6' 1"""
Zach Light,170 lbs.,"5' 8"""
Zach Makovsky,125 lbs.,"5' 4"""
Zach Rosol,243 lbs.,
Zach Skinner,145 lbs.,"5' 6"""
Zach Underwood,185 lbs.,"6' 2"""
Zach Zane,145 lbs.,"5' 7"""
Zachary Micklewright,155 lbs.,"6' 0"""
Zak Bucia,170 lbs.,"5' 10"""
Zak Cummings,185 lbs.,"6' 0"""
Zak Ottow,170 lbs.,"5' 11"""
Zane Frazier,250 lbs.,"6' 5"""
Zarah Fairn dos Santos,145 lbs.,"5' 10"""
Zelg Galesic,185 lbs.,"6' 2"""
Zelim Imadaev,170 lbs.,"6' 0"""
Zhang Lipeng,155 lbs.,"5' 11"""
Zoila Frausto,135 lbs.,"5' 4"""
Zu Anyanwu,251 lbs.,"6' 1"""
Zubaira Tukhugov,145 lbs.,"5' 8"""
